ID	Codepoints	Character	Remarks	Tags
4	U+1F601	😁	beaming face with smiling eyes	beaming face with smiling eyes | eye | face | grin | smile
8	U+1F602	😂	face with tears of joy	face | face with tears of joy | joy | laugh | tear
2	U+1F603	😃	grinning face with big eyes	face | grinning face with big eyes | mouth | open | smile
3	U+1F604	😄	grinning face with smiling eyes	eye | face | grinning face with smiling eyes | mouth | open | smile
6	U+1F605	😅	grinning face with sweat	cold | face | grinning face with sweat | open | smile | sweat
5	U+1F606	😆	grinning squinting face	face | grinning squinting face | laugh | mouth | satisfied | smile
13	U+1F607	😇	smiling face with halo	angel | face | fantasy | halo | innocent | smiling face with halo
91	U+1F608	😈	smiling face with horns	face | fairy tale | fantasy | horns | smile | smiling face with horns
11	U+1F609	😉	winking face	face | wink | winking face
12	U+1F60A	😊	smiling face with smiling eyes	blush | eye | face | smile | smiling face with smiling eyes
22	U+1F60B	😋	face savoring food	delicious | face | face savoring food | savouring | smile | yum
42	U+1F60C	😌	relieved face	face | relieved
15	U+1F60D	😍	smiling face with heart-eyes	eye | face | love | smile | smiling face with heart-eyes
60	U+1F60E	😎	smiling face with sunglasses	bright | cool | face | smiling face with sunglasses | sun | sunglasses
37	U+1F60F	😏	smirking face	face | smirk | smirking face
34	U+1F610	😐	neutral face	deadpan | face | meh | neutral
35	U+1F611	😑	expressionless face	expressionless | face | inexpressive | meh | unexpressive
38	U+1F612	😒	unamused face	face | unamused | unhappy
83	U+1F613	😓	downcast face with sweat	cold | downcast face with sweat | face | sweat
43	U+1F614	😔	pensive face	dejected | face | pensive
63	U+1F615	😕	confused face	confused | face | meh
80	U+1F616	😖	confounded face	confounded | face
18	U+1F617	😗	kissing face	face | kiss | kissing face
17	U+1F618	😘	face blowing a kiss	face | face blowing a kiss | kiss
21	U+1F619	😙	kissing face with smiling eyes	eye | face | kiss | kissing face with smiling eyes | smile
20	U+1F61A	😚	kissing face with closed eyes	closed | eye | face | kiss | kissing face with closed eyes
23	U+1F61B	😛	face with tongue	face | face with tongue | tongue
24	U+1F61C	😜	winking face with tongue	eye | face | joke | tongue | wink | winking face with tongue
26	U+1F61D	😝	squinting face with tongue	eye | face | horrible | squinting face with tongue | taste | tongue
82	U+1F61E	😞	disappointed face	disappointed | face
64	U+1F61F	😟	worried face	face | worried
89	U+1F620	😠	angry face	angry | face | mad
88	U+1F621	😡	pouting face	angry | face | mad | pouting | rage | red
77	U+1F622	😢	crying face	cry | crying face | face | sad | tear
81	U+1F623	😣	persevering face	face | persevere | persevering face
87	U+1F624	😤	face with steam from nose	face | face with steam from nose | triumph | won
76	U+1F625	😥	sad but relieved face	disappointed | face | relieved | sad but relieved face | whew
72	U+1F626	😦	frowning face with open mouth	face | frown | frowning face with open mouth | mouth | open
73	U+1F627	😧	anguished face	anguished | face
74	U+1F628	😨	fearful face	face | fear | fearful | scared
84	U+1F629	😩	weary face	face | tired | weary
44	U+1F62A	😪	sleepy face	face | sleep | sleepy face
85	U+1F62B	😫	tired face	face | tired
40	U+1F62C	😬	grimacing face	face | grimace | grimacing face
78	U+1F62D	😭	loudly crying face	cry | face | loudly crying face | sad | sob | tear
67	U+1F62E	😮	face with open mouth	face | face with open mouth | mouth | open | sympathy
68	U+1F62F	😯	hushed face	face | hushed | stunned | surprised
75	U+1F630	😰	anxious face with sweat	anxious face with sweat | blue | cold | face | rushed | sweat
79	U+1F631	😱	face screaming in fear	face | face screaming in fear | fear | munch | scared | scream
69	U+1F632	😲	astonished face	astonished | face | shocked | totally
70	U+1F633	😳	flushed face	dazed | face | flushed
46	U+1F634	😴	sleeping face	face | sleep | sleeping face | zzz
56	U+1F635	😵	dizzy face	dizzy | face
36	U+1F636	😶	face without mouth	face | face without mouth | mouth | quiet | silent
47	U+1F637	😷	face with medical mask	cold | doctor | face | face with medical mask | mask | sick
104	U+1F638	😸	grinning cat with smiling eyes	cat | eye | face | grin | grinning cat with smiling eyes | smile
105	U+1F639	😹	cat with tears of joy	cat | cat with tears of joy | face | joy | tear
103	U+1F63A	😺	grinning cat	cat | face | grinning | mouth | open | smile
106	U+1F63B	😻	smiling cat with heart-eyes	cat | eye | face | heart | love | smile | smiling cat with heart-eyes
107	U+1F63C	😼	cat with wry smile	cat | cat with wry smile | face | ironic | smile | wry
108	U+1F63D	😽	kissing cat	cat | eye | face | kiss | kissing cat
111	U+1F63E	😾	pouting cat	cat | face | pouting
110	U+1F63F	😿	crying cat	cat | cry | crying cat | face | sad | tear
109	U+1F640	🙀	weary cat	cat | face | oh | surprised | weary
65	U+1F641	🙁	slightly frowning face	face | frown | slightly frowning face
9	U+1F642	🙂	slightly smiling face	face | slightly smiling face | smile
10	U+1F643	🙃	upside-down face	face | upside-down
39	U+1F644	🙄	face with rolling eyes	eyeroll | eyes | face | face with rolling eyes | rolling
226	U+1F645	🙅	person gesturing NO	forbidden | gesture | hand | person gesturing NO | prohibited
228	U+1F645 U+200D U+2640 U+FE0F	🙅‍♀️	woman gesturing NO	forbidden | gesture | hand | prohibited | woman | woman gesturing NO
227	U+1F645 U+200D U+2642 U+FE0F	🙅‍♂️	man gesturing NO	forbidden | gesture | hand | man | man gesturing NO | prohibited
229	U+1F646	🙆	person gesturing OK	gesture | hand | OK | person gesturing OK
231	U+1F646 U+200D U+2640 U+FE0F	🙆‍♀️	woman gesturing OK	gesture | hand | OK | woman | woman gesturing OK
230	U+1F646 U+200D U+2642 U+FE0F	🙆‍♂️	man gesturing OK	gesture | hand | man | man gesturing OK | OK
241	U+1F647	🙇	person bowing	apology | bow | gesture | person bowing | sorry
243	U+1F647 U+200D U+2640 U+FE0F	🙇‍♀️	woman bowing	apology | bowing | favor | gesture | sorry | woman
242	U+1F647 U+200D U+2642 U+FE0F	🙇‍♂️	man bowing	apology | bowing | favor | gesture | man | sorry
112	U+1F648	🙈	see-no-evil monkey	evil | face | forbidden | monkey | see | see-no-evil monkey
113	U+1F649	🙉	hear-no-evil monkey	evil | face | forbidden | hear | hear-no-evil monkey | monkey
114	U+1F64A	🙊	speak-no-evil monkey	evil | face | forbidden | monkey | speak | speak-no-evil monkey
235	U+1F64B	🙋	person raising hand	gesture | hand | happy | person raising hand | raised
237	U+1F64B U+200D U+2640 U+FE0F	🙋‍♀️	woman raising hand	gesture | raising hand | woman | woman raising hand
236	U+1F64B U+200D U+2642 U+FE0F	🙋‍♂️	man raising hand	gesture | man | man raising hand | raising hand
175	U+1F64C	🙌	raising hands	celebration | gesture | hand | hooray | raised | raising hands
220	U+1F64D	🙍	person frowning	frown | gesture | person frowning
222	U+1F64D U+200D U+2640 U+FE0F	🙍‍♀️	woman frowning	frowning | gesture | woman
221	U+1F64D U+200D U+2642 U+FE0F	🙍‍♂️	man frowning	frowning | gesture | man
223	U+1F64E	🙎	person pouting	gesture | person pouting | pouting
225	U+1F64E U+200D U+2640 U+FE0F	🙎‍♀️	woman pouting	gesture | pouting | woman
224	U+1F64E U+200D U+2642 U+FE0F	🙎‍♂️	man pouting	gesture | man | pouting
179	U+1F64F	🙏	folded hands	ask | folded hands | hand | please | pray | thanks
841	U+1F680	🚀	rocket	rocket | space
836	U+1F681	🚁	helicopter	helicopter | vehicle
775	U+1F682	🚂	locomotive	engine | locomotive | railway | steam | train
776	U+1F683	🚃	railway car	car | electric | railway | train | tram | trolleybus
777	U+1F684	🚄	high-speed train	high-speed train | railway | shinkansen | speed | train
778	U+1F685	🚅	bullet train	bullet | railway | shinkansen | speed | train
779	U+1F686	🚆	train	railway | train
780	U+1F687	🚇	metro	metro | subway
781	U+1F688	🚈	light rail	light rail | railway
782	U+1F689	🚉	station	railway | station | train
783	U+1F68A	🚊	tram	tram | trolleybus
786	U+1F68B	🚋	tram car	car | tram | trolleybus
787	U+1F68C	🚌	bus	bus | vehicle
788	U+1F68D	🚍	oncoming bus	bus | oncoming
789	U+1F68E	🚎	trolleybus	bus | tram | trolley | trolleybus
812	U+1F68F	🚏	bus stop	bus | busstop | stop
790	U+1F690	🚐	minibus	bus | minibus
791	U+1F691	🚑	ambulance	ambulance | vehicle
792	U+1F692	🚒	fire engine	engine | fire | truck
793	U+1F693	🚓	police car	car | patrol | police
794	U+1F694	🚔	oncoming police car	car | oncoming | police
795	U+1F695	🚕	taxi	taxi | vehicle
796	U+1F696	🚖	oncoming taxi	oncoming | taxi
797	U+1F697	🚗	automobile	automobile | car
798	U+1F698	🚘	oncoming automobile	automobile | car | oncoming
799	U+1F699	🚙	sport utility vehicle	recreational | sport utility | sport utility vehicle
800	U+1F69A	🚚	delivery truck	delivery | truck
801	U+1F69B	🚛	articulated lorry	articulated lorry | lorry | semi | truck
802	U+1F69C	🚜	tractor	tractor | vehicle
784	U+1F69D	🚝	monorail	monorail | vehicle
785	U+1F69E	🚞	mountain railway	car | mountain | railway
837	U+1F69F	🚟	suspension railway	railway | suspension
838	U+1F6A0	🚠	mountain cableway	cable | gondola | mountain | mountain cableway
839	U+1F6A1	🚡	aerial tramway	aerial | cable | car | gondola | tramway
829	U+1F6A2	🚢	ship	boat | passenger | ship
381	U+1F6A3	🚣	person rowing boat	boat | person rowing boat | rowboat
383	U+1F6A3 U+200D U+2640 U+FE0F	🚣‍♀️	woman rowing boat	boat | rowboat | woman | woman rowing boat
382	U+1F6A3 U+200D U+2642 U+FE0F	🚣‍♂️	man rowing boat	boat | man | man rowing boat | rowboat
825	U+1F6A4	🚤	speedboat	boat | speedboat
818	U+1F6A5	🚥	horizontal traffic light	horizontal traffic light | light | signal | traffic
819	U+1F6A6	🚦	vertical traffic light	light | signal | traffic | vertical traffic light
821	U+1F6A7	🚧	construction	barrier | construction
817	U+1F6A8	🚨	police car light	beacon | car | light | police | revolving
1453	U+1F6A9	🚩	triangular flag	post | triangular flag
1214	U+1F6AA	🚪	door	door
1251	U+1F6AB	🚫	prohibited	entry | forbidden | no | not | prohibited
1231	U+1F6AC	🚬	cigarette	cigarette | smoking
1253	U+1F6AD	🚭	no smoking	forbidden | no | not | prohibited | smoking
1236	U+1F6AE	🚮	litter in bin sign	litter | litter bin | litter in bin sign
1254	U+1F6AF	🚯	no littering	forbidden | litter | no | no littering | not | prohibited
1237	U+1F6B0	🚰	potable water	drinking | potable | water
1255	U+1F6B1	🚱	non-potable water	non-drinking | non-potable | water
809	U+1F6B2	🚲	bicycle	bicycle | bike
1252	U+1F6B3	🚳	no bicycles	bicycle | bike | forbidden | no | no bicycles | prohibited
393	U+1F6B4	🚴	person biking	bicycle | biking | cyclist | person biking
395	U+1F6B4 U+200D U+2640 U+FE0F	🚴‍♀️	woman biking	bicycle | biking | cyclist | woman
394	U+1F6B4 U+200D U+2642 U+FE0F	🚴‍♂️	man biking	bicycle | biking | cyclist | man
396	U+1F6B5	🚵	person mountain biking	bicycle | bicyclist | bike | cyclist | mountain | person mountain biking
398	U+1F6B5 U+200D U+2640 U+FE0F	🚵‍♀️	woman mountain biking	bicycle | bike | biking | cyclist | mountain | woman
397	U+1F6B5 U+200D U+2642 U+FE0F	🚵‍♂️	man mountain biking	bicycle | bike | cyclist | man | man mountain biking | mountain
341	U+1F6B6	🚶	person walking	hike | person walking | walk | walking
343	U+1F6B6 U+200D U+2640 U+FE0F	🚶‍♀️	woman walking	hike | walk | woman | woman walking
342	U+1F6B6 U+200D U+2642 U+FE0F	🚶‍♂️	man walking	hike | man | man walking | walk
1256	U+1F6B7	🚷	no pedestrians	forbidden | no | no pedestrians | not | pedestrian | prohibited
1249	U+1F6B8	🚸	children crossing	child | children crossing | crossing | pedestrian | traffic
1239	U+1F6B9	🚹	men’s room	lavatory | man | men’s room | restroom | wc
1240	U+1F6BA	🚺	women’s room	lavatory | restroom | wc | woman | women’s room
1241	U+1F6BB	🚻	restroom	lavatory | restroom | WC
1242	U+1F6BC	🚼	baby symbol	baby | baby symbol | changing
1218	U+1F6BD	🚽	toilet	toilet
1243	U+1F6BE	🚾	water closet	closet | lavatory | restroom | water | wc
1219	U+1F6BF	🚿	shower	shower | water
417	U+1F6C0	🛀	person taking bath	bath | bathtub | person taking bath
1220	U+1F6C1	🛁	bathtub	bath | bathtub
1244	U+1F6C2	🛂	passport control	control | passport
1245	U+1F6C3	🛃	customs	customs
1246	U+1F6C4	🛄	baggage claim	baggage | claim
1247	U+1F6C5	🛅	left luggage	baggage | left luggage | locker | luggage
1216	U+1F6CB	🛋	couch and lamp	couch | couch and lamp | hotel | lamp
418	U+1F6CC	🛌	person in bed	hotel | person in bed | sleep
1025	U+1F6CD	🛍	shopping bags	bag | hotel | shopping | shopping bags
843	U+1F6CE	🛎	bellhop bell	bell | bellhop | hotel
1215	U+1F6CF	🛏	bed	bed | hotel | sleep
1282	U+1F6D0	🛐	place of worship	place of worship | religion | worship
820	U+1F6D1	🛑	stop sign	octagonal | sign | stop
1230	U+1F6D2	🛒	shopping cart	cart | shopping | trolley
755	U+1F6D5	🛕	⊛ hindu temple	hindu | temple
1186	U+1F6E0	🛠	hammer and wrench	hammer | hammer and wrench | spanner | tool | wrench
1191	U+1F6E1	🛡	shield	shield | weapon
815	U+1F6E2	🛢	oil drum	drum | oil
813	U+1F6E3	🛣	motorway	highway | motorway | road
814	U+1F6E4	🛤	railway track	railway | railway track | train
828	U+1F6E5	🛥	motor boat	boat | motor boat | motorboat
831	U+1F6E9	🛩	small airplane	aeroplane | airplane | small airplane
832	U+1F6EB	🛫	airplane departure	aeroplane | airplane | check-in | departure | departures
833	U+1F6EC	🛬	airplane arrival	aeroplane | airplane | airplane arrival | arrivals | arriving | landing
840	U+1F6F0	🛰	satellite	satellite | space
826	U+1F6F3	🛳	passenger ship	passenger | ship
810	U+1F6F4	🛴	kick scooter	kick | scooter
805	U+1F6F5	🛵	motor scooter	motor | scooter
824	U+1F6F6	🛶	canoe	boat | canoe
975	U+1F6F7	🛷	sled	sled | sledge | sleigh | luge | toboggan
842	U+1F6F8	🛸	flying saucer	flying saucer | UFO
811	U+1F6F9	🛹	skateboard	board | skateboard
808	U+1F6FA	🛺	⊛ auto rickshaw	auto rickshaw | tuk tuk
1419	U+1F7E0	🟠	⊛ orange circle	circle | orange
1420	U+1F7E1	🟡	⊛ yellow circle	circle | yellow
1421	U+1F7E2	🟢	⊛ green circle	circle | green
1423	U+1F7E3	🟣	⊛ purple circle	circle | purple
1424	U+1F7E4	🟤	⊛ brown circle	brown | circle
1427	U+1F7E5	🟥	⊛ red square	red | square
1431	U+1F7E6	🟦	⊛ blue square	blue | square
1428	U+1F7E7	🟧	⊛ orange square	orange | square
1429	U+1F7E8	🟨	⊛ yellow square	square | yellow
1430	U+1F7E9	🟩	⊛ green square	green | square
1432	U+1F7EA	🟪	⊛ purple square	purple | square
1433	U+1F7EB	🟫	⊛ brown square	brown | square
135	U+1F90D	🤍	⊛ white heart	heart | white
133	U+1F90E	🤎	⊛ brown heart	brown | heart
156	U+1F90F	🤏	⊛ pinching hand	pinching hand | small amount
32	U+1F910	🤐	zipper-mouth face	face | mouth | zipper | zipper-mouth face
27	U+1F911	🤑	money-mouth face	face | money | money-mouth face | mouth
48	U+1F912	🤒	face with thermometer	face | face with thermometer | ill | sick | thermometer
61	U+1F913	🤓	nerd face	face | geek | nerd
31	U+1F914	🤔	thinking face	face | thinking
49	U+1F915	🤕	face with head-bandage	bandage | face | face with head-bandage | hurt | injury
102	U+1F916	🤖	robot	face | monster | robot
28	U+1F917	🤗	hugging face	face | hug | hugging
160	U+1F918	🤘	sign of the horns	finger | hand | horns | rock-on | sign of the horns
161	U+1F919	🤙	call me hand	call | call me hand | hand
151	U+1F91A	🤚	raised back of hand	backhand | raised | raised back of hand
172	U+1F91B	🤛	left-facing fist	fist | left-facing fist | leftwards
173	U+1F91C	🤜	right-facing fist	fist | right-facing fist | rightwards
178	U+1F91D	🤝	handshake	agreement | hand | handshake | meeting | shake
158	U+1F91E	🤞	crossed fingers	cross | crossed fingers | finger | hand | luck
159	U+1F91F	🤟	love-you gesture	hand | ILY | love-you gesture
58	U+1F920	🤠	cowboy hat face	cowboy | cowgirl | face | hat
96	U+1F921	🤡	clown face	clown | face
50	U+1F922	🤢	nauseated face	face | nauseated | vomit
7	U+1F923	🤣	rolling on the floor laughing	face | floor | laugh | rolling | rolling on the floor laughing
45	U+1F924	🤤	drooling face	drooling | face
41	U+1F925	🤥	lying face	face | lie | lying face | pinocchio
244	U+1F926	🤦	person facepalming	disbelief | exasperation | face | palm | person facepalming
246	U+1F926 U+200D U+2640 U+FE0F	🤦‍♀️	woman facepalming	disbelief | exasperation | facepalm | woman | woman facepalming
245	U+1F926 U+200D U+2642 U+FE0F	🤦‍♂️	man facepalming	disbelief | exasperation | facepalm | man | man facepalming
52	U+1F927	🤧	sneezing face	face | gesundheit | sneeze | sneezing face
33	U+1F928	🤨	face with raised eyebrow	distrust | face with raised eyebrow | skeptic | disapproval | disbelief | mild surprise | scepticism
16	U+1F929	🤩	star-struck	eyes | face | grinning | star | star-struck | starry-eyed
25	U+1F92A	🤪	zany face	eye | goofy | large | small | zany face
30	U+1F92B	🤫	shushing face	quiet | shush | shushing face
90	U+1F92C	🤬	face with symbols on mouth	face with symbols on mouth | swearing | cursing
29	U+1F92D	🤭	face with hand over mouth	face with hand over mouth | whoops | shock | sudden realization | surprise
51	U+1F92E	🤮	face vomiting	face vomiting | sick | vomit
57	U+1F92F	🤯	exploding head	exploding head | shocked
303	U+1F930	🤰	pregnant woman	pregnant | woman
304	U+1F931	🤱	breast-feeding	baby | breast | breast-feeding | nursing
177	U+1F932	🤲	palms up together	palms up together | prayer | cupped hands
182	U+1F933	🤳	selfie	camera | phone | selfie
294	U+1F934	🤴	prince	prince
301	U+1F935	🤵	man in tuxedo	groom | man | man in tuxedo | tuxedo
307	U+1F936	🤶	Mrs. Claus	celebration | Christmas | claus | mother | Mrs. | Mrs. Claus
247	U+1F937	🤷	person shrugging	doubt | ignorance | indifference | person shrugging | shrug
249	U+1F937 U+200D U+2640 U+FE0F	🤷‍♀️	woman shrugging	doubt | ignorance | indifference | shrug | woman | woman shrugging
248	U+1F937 U+200D U+2642 U+FE0F	🤷‍♂️	man shrugging	doubt | ignorance | indifference | man | man shrugging | shrug
399	U+1F938	🤸	person cartwheeling	cartwheel | gymnastics | person cartwheeling
401	U+1F938 U+200D U+2640 U+FE0F	🤸‍♀️	woman cartwheeling	cartwheel | gymnastics | woman | woman cartwheeling
400	U+1F938 U+200D U+2642 U+FE0F	🤸‍♂️	man cartwheeling	cartwheel | gymnastics | man | man cartwheeling
411	U+1F939	🤹	person juggling	balance | juggle | multitask | person juggling | skill
413	U+1F939 U+200D U+2640 U+FE0F	🤹‍♀️	woman juggling	juggling | multitask | woman
412	U+1F939 U+200D U+2642 U+FE0F	🤹‍♂️	man juggling	juggling | man | multitask
371	U+1F93A	🤺	person fencing	fencer | fencing | person fencing | sword
402	U+1F93C	🤼	people wrestling	people wrestling | wrestle | wrestler
404	U+1F93C U+200D U+2640 U+FE0F	🤼‍♀️	women wrestling	women | women wrestling | wrestle
403	U+1F93C U+200D U+2642 U+FE0F	🤼‍♂️	men wrestling	men | men wrestling | wrestle
405	U+1F93D	🤽	person playing water polo	person playing water polo | polo | water
407	U+1F93D U+200D U+2640 U+FE0F	🤽‍♀️	woman playing water polo	water polo | woman | woman playing water polo
406	U+1F93D U+200D U+2642 U+FE0F	🤽‍♂️	man playing water polo	man | man playing water polo | water polo
408	U+1F93E	🤾	person playing handball	ball | handball | person playing handball
410	U+1F93E U+200D U+2640 U+FE0F	🤾‍♀️	woman playing handball	handball | woman | woman playing handball
409	U+1F93E U+200D U+2642 U+FE0F	🤾‍♂️	man playing handball	handball | man | man playing handball
972	U+1F93F	🤿	⊛ diving mask	diving | diving mask | scuba | snorkeling
575	U+1F940	🥀	wilted flower	flower | wilted
1069	U+1F941	🥁	drum	drum | drumsticks | music
701	U+1F942	🥂	clinking glasses	celebrate | clink | clinking glasses | drink | glass
702	U+1F943	🥃	tumbler glass	glass | liquor | shot | tumbler | whisky
710	U+1F944	🥄	spoon	spoon | tableware
968	U+1F945	🥅	goal net	goal | net
947	U+1F947	🥇	1st place medal	1st place medal | first | gold | medal
948	U+1F948	🥈	2nd place medal	2nd place medal | medal | second | silver
949	U+1F949	🥉	3rd place medal	3rd place medal | bronze | medal | third
966	U+1F94A	🥊	boxing glove	boxing | glove
967	U+1F94B	🥋	martial arts uniform	judo | karate | martial arts | martial arts uniform | taekwondo | uniform
976	U+1F94C	🥌	curling stone	curling stone | game | rock
963	U+1F94D	🥍	lacrosse	ball | goal | lacrosse | stick
952	U+1F94E	🥎	softball	ball | glove | softball | underarm
958	U+1F94F	🥏	flying disc	flying disc | ultimate
624	U+1F950	🥐	croissant	bread | crescent roll | croissant | food | french
609	U+1F951	🥑	avocado	avocado | food | fruit
615	U+1F952	🥒	cucumber	cucumber | food | pickle | vegetable
634	U+1F953	🥓	bacon	bacon | food | meat
611	U+1F954	🥔	potato	food | potato | vegetable
612	U+1F955	🥕	carrot	carrot | food | vegetable
625	U+1F956	🥖	baguette bread	baguette | bread | food | french
649	U+1F957	🥗	green salad	food | green | salad
646	U+1F958	🥘	shallow pan of food	casserole | food | paella | pan | shallow | shallow pan of food
642	U+1F959	🥙	stuffed flatbread	falafel | flatbread | food | gyro | kebab | stuffed
644	U+1F95A	🥚	egg	egg | food
691	U+1F95B	🥛	glass of milk	drink | glass | glass of milk | milk
621	U+1F95C	🥜	peanuts	food | nut | peanut | peanuts | vegetable
606	U+1F95D	🥝	kiwi fruit	food | fruit | kiwi
628	U+1F95E	🥞	pancakes	crêpe | food | hotcake | pancake | pancakes
668	U+1F95F	🥟	dumpling	dumpling | empanada | gyōza | jiaozi | pierogi | potsticker
669	U+1F960	🥠	fortune cookie	fortune cookie | prophecy
670	U+1F961	🥡	takeout box	oyster pail | takeout box
707	U+1F962	🥢	chopsticks	chopsticks | hashi | jeotgarak | kuaizi
648	U+1F963	🥣	bowl with spoon	bowl with spoon | breakfast | cereal | congee | oatmeal | porridge
703	U+1F964	🥤	cup with straw	cup with straw | juice | soda | malt | soft drink | water
608	U+1F965	🥥	coconut	coconut | palm | piña colada
617	U+1F966	🥦	broccoli	broccoli | wild cabbage
684	U+1F967	🥧	pie	filling | pastry | pie | fruit | meat
626	U+1F968	🥨	pretzel	pretzel | twisted | convoluted
633	U+1F969	🥩	cut of meat	chop | cut of meat | lambchop | porkchop | steak
639	U+1F96A	🥪	sandwich	bread | sandwich
653	U+1F96B	🥫	canned food	can | canned food
616	U+1F96C	🥬	leafy green	bok choy | cabbage | kale | leafy green | lettuce
599	U+1F96D	🥭	mango	fruit | mango | tropical | shaker
666	U+1F96E	🥮	moon cake	autumn | festival | moon cake | yuèbǐng
627	U+1F96F	🥯	bagel	bagel | bakery | schmear
14	U+1F970	🥰	smiling face with hearts	adore | crush | hearts | in love | smiling face with hearts
86	U+1F971	🥱	⊛ yawning face	bored | tired | yawn | yawning face
59	U+1F973	🥳	partying face	celebration | hat | horn | party | partying face
55	U+1F974	🥴	woozy face	dizzy | intoxicated | tipsy | uneven eyes | wavy mouth | woozy face
53	U+1F975	🥵	hot face	feverish | heat stroke | hot | hot face | red-faced | sweating
54	U+1F976	🥶	cold face	blue-faced | cold | cold face | freezing | frostbite | icicles
71	U+1F97A	🥺	pleading face	begging | mercy | pleading face | puppy eyes
1016	U+1F97B	🥻	⊛ sari	clothing | dress | sari
1005	U+1F97C	🥼	lab coat	doctor | experiment | lab coat | scientist
1004	U+1F97D	🥽	goggles	eye protection | goggles | swimming | welding
1029	U+1F97E	🥾	hiking boot	backpacking | boot | camping | hiking
1030	U+1F97F	🥿	flat shoe	ballet flat | flat shoe | slip-on | slipper
671	U+1F980	🦀	crab	Cancer | crab | zodiac
479	U+1F981	🦁	lion	face | Leo | lion | zodiac
567	U+1F982	🦂	scorpion	scorpio | Scorpio | scorpion | zodiac
524	U+1F983	🦃	turkey	bird | turkey
485	U+1F984	🦄	unicorn	face | unicorn
533	U+1F985	🦅	eagle	bird | eagle
534	U+1F986	🦆	duck	bird | duck
514	U+1F987	🦇	bat	bat | vampire
555	U+1F988	🦈	shark	fish | shark
536	U+1F989	🦉	owl	bird | owl | wise
475	U+1F98A	🦊	fox	face | fox
559	U+1F98B	🦋	butterfly	butterfly | insect | pretty
487	U+1F98C	🦌	deer	deer
467	U+1F98D	🦍	gorilla	gorilla
543	U+1F98E	🦎	lizard	lizard | reptile
504	U+1F98F	🦏	rhinoceros	rhinoceros
673	U+1F990	🦐	shrimp	food | shellfish | shrimp | small
674	U+1F991	🦑	squid	food | molusc | squid
502	U+1F992	🦒	giraffe	giraffe | spots
486	U+1F993	🦓	zebra	stripe | zebra
513	U+1F994	🦔	hedgehog	hedgehog | spiny
547	U+1F995	🦕	sauropod	brachiosaurus | brontosaurus | diplodocus | sauropod
548	U+1F996	🦖	T-Rex	T-Rex | Tyrannosaurus Rex
564	U+1F997	🦗	cricket	cricket | grasshopper | Orthoptera
521	U+1F998	🦘	kangaroo	Australia | joey | jump | kangaroo | marsupial
501	U+1F999	🦙	llama	alpaca | guanaco | llama | vicuña | wool
538	U+1F99A	🦚	peacock	bird | ostentatious | peacock | peahen | proud
505	U+1F99B	🦛	hippopotamus	hippo | hippopotamus
539	U+1F99C	🦜	parrot	bird | parrot | pirate | talk
476	U+1F99D	🦝	raccoon	curious | raccoon | sly
672	U+1F99E	🦞	lobster	bisque | claws | lobster | seafood
568	U+1F99F	🦟	mosquito	disease | fever | insect | malaria | mosquito | virus
569	U+1F9A0	🦠	microbe	amoeba | bacteria | microbe | virus
522	U+1F9A1	🦡	badger	badger | honey badger | pester
535	U+1F9A2	🦢	swan	bird | cygnet | swan | ugly duckling
518	U+1F9A5	🦥	⊛ sloth	lazy | sloth | slow
519	U+1F9A6	🦦	⊛ otter	fishing | otter | playful
468	U+1F9A7	🦧	⊛ orangutan	ape | orangutan
520	U+1F9A8	🦨	⊛ skunk	skunk | stink
537	U+1F9A9	🦩	⊛ flamingo	flamboyant | flamingo | tropical
675	U+1F9AA	🦪	⊛ oyster	diving | oyster | pearl
471	U+1F9AE	🦮	⊛ guide dog	accessibility | blind | guide | guide dog
1197	U+1F9AF	🦯	⊛ probing cane	accessibility | blind | probing cane
461	U+1F9B0	🦰	red hair	ginger | red hair | redhead
462	U+1F9B1	🦱	curly hair	afro | curly | curly hair | ringlets
464	U+1F9B2	🦲	bald	bald | chemotherapy | hairless | no hair | shaven
463	U+1F9B3	🦳	white hair	gray | hair | old | white
193	U+1F9B4	🦴	bone	bone | skeleton
186	U+1F9B5	🦵	leg	kick | leg | limb
187	U+1F9B6	🦶	foot	foot | kick | stomp
192	U+1F9B7	🦷	tooth	dentist | tooth
308	U+1F9B8	🦸	superhero	good | hero | heroine | superhero | superpower | superpowers
310	U+1F9B8 U+200D U+2640 U+FE0F	🦸‍♀️	woman superhero	good | hero | heroine | superpower | woman | woman superhero
309	U+1F9B8 U+200D U+2642 U+FE0F	🦸‍♂️	man superhero	good | hero | man | man superhero | superpower
311	U+1F9B9	🦹	supervillain	criminal | evil | superpower | supervillain | villain | bad | superpowers
313	U+1F9B9 U+200D U+2640 U+FE0F	🦹‍♀️	woman supervillain	criminal | evil | superpower | villain | woman | woman supervillain
312	U+1F9B9 U+200D U+2642 U+FE0F	🦹‍♂️	man supervillain	criminal | evil | man | man supervillain | superpower | villain
1006	U+1F9BA	🦺	⊛ safety vest	emergency | safety | vest
189	U+1F9BB	🦻	⊛ ear with hearing aid	accessibility | ear with hearing aid | hard of hearing
807	U+1F9BC	🦼	⊛ motorized wheelchair	accessibility | motorized wheelchair
806	U+1F9BD	🦽	⊛ manual wheelchair	accessibility | manual wheelchair
184	U+1F9BE	🦾	⊛ mechanical arm	accessibility | mechanical arm | prosthetic
